Tipo Ação;Causa Correlacionada;Sigeam;Indicador;Ação;Tarefa;Responsável;Previsão de Início;Previsão de Fim;Real Início;Real Fim;Status
PEDAGOGICO;INFREQUÊNCIA DO DISCENTE;09/05/1900;ADEQUAÇÃO-SÉRIE;ELABORAR RODAS DE CONVERSA COM OS DISCENTES PARA CORREÇÃO DE FLUXO EDUCACIONAL.;ELABORANDO RODAS DE CONVERSA PARA EXPLICAR OS MECANISMOS PARA A CORREÇÃO DE FLUXO EDUCACIONAL.;MARIA DAS GRAÇAS MACIEL DE ALMEIDA;07/03/2022;29/04/2022;;;Concluida
